severity,type,id,detail,files
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,diplomagic_gdd_combined-s01,POV 'nan' is not Clara or Avery,diplomagic_gdd_combined
Low,POVUnknown,sec-01-front - front matter & executive summary-s01,POV 'nan' is not Clara or Avery,sec-01-front - front matter & executive summary
Low,POVUnknown,sec-02-pillars - pillars & audience-s01,POV 'nan' is not Clara or Avery,sec-02-pillars - pillars & audience
Low,POVUnknown,sec-03-narrative - narrative-s01,POV 'nan' is not Clara or Avery,sec-03-narrative - narrative
Low,POVUnknown,sec-03_3.2_chapter_list_replace-s01,POV 'nan' is not Clara or Avery,sec-03_3.2_chapter_list_replace
Low,POVUnknown,sec-04-loops - core gameplay loops-s01,POV 'nan' is not Clara or Avery,sec-04-loops - core gameplay loops
Low,POVUnknown,sec-05-systems - systems & mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-systems - systems & mechanics
Low,POVUnknown,"sec-06-world - world, levels, & content-s01",POV 'nan' is not Clara or Avery,"sec-06-world - world, levels, & content"
Low,POVUnknown,"sec-07-ui - ui-ux (devices, hud, menus)-s01",POV 'nan' is not Clara or Avery,"sec-07-ui - ui-ux (devices, hud, menus)"
Low,POVUnknown,sec-08-artaudio - art direction & audio-s01,POV 'nan' is not Clara or Avery,sec-08-artaudio - art direction & audio
Low,POVUnknown,sec-09-tech - technology & performance targets-s01,POV 'nan' is not Clara or Avery,sec-09-tech - technology & performance targets
Low,POVUnknown,sec-10-production - production plan & milestones-s01,POV 'nan' is not Clara or Avery,sec-10-production - production plan & milestones
Low,POVUnknown,"sec-11-qa - qa, localization, accessibility-s01",POV 'nan' is not Clara or Avery,"sec-11-qa - qa, localization, accessibility"
Low,POVUnknown,"sec-12-risks - risks, legal, ratings-s01",POV 'nan' is not Clara or Avery,"sec-12-risks - risks, legal, ratings"
Low,POVUnknown,sec-13-appendices - appendices-s01,POV 'nan' is not Clara or Avery,sec-13-appendices - appendices
Low,POVUnknown,sec-14-qa - quality assurance test plan-s01,POV 'nan' is not Clara or Avery,sec-14-qa - quality assurance test plan
Low,POVUnknown,spawn_tables_prologue_ch1-s01,POV 'nan' is not Clara or Avery,spawn_tables_prologue_ch1
Low,POVUnknown,enemy_cultist-s01,POV 'nan' is not Clara or Avery,enemy_cultist
Low,POVUnknown,enemy_mind_swapped_civilian-s01,POV 'nan' is not Clara or Avery,enemy_mind_swapped_civilian
Low,POVUnknown,enemy_new_kadathi_cultist-s01,POV 'nan' is not Clara or Avery,enemy_new_kadathi_cultist
Low,POVUnknown,enemy_spectral_entity-s01,POV 'nan' is not Clara or Avery,enemy_spectral_entity
Low,POVUnknown,schema_statblock-s01,POV 'nan' is not Clara or Avery,schema_statblock
Low,POVUnknown,adversary & npc systems — dashboard-s01,POV 'nan' is not Clara or Avery,adversary & npc systems — dashboard
Low,POVUnknown,enemy systems department — notes.stub-s01,POV 'nan' is not Clara or Avery,enemy systems department — notes.stub
Low,POVUnknown,statblocks & enemies department — charter.stub-s01,POV 'nan' is not Clara or Avery,statblocks & enemies department — charter.stub
Low,POVUnknown,qa & ux — dashboard-s01,POV 'nan' is not Clara or Avery,qa & ux — dashboard
Low,POVUnknown,archive_process_guide-s01,POV 'nan' is not Clara or Avery,archive_process_guide
Low,POVUnknown,outline_2025-s01,POV 'nan' is not Clara or Avery,outline_2025
Low,POVUnknown,playbook-s01,POV 'nan' is not Clara or Avery,playbook
Low,POVUnknown,steam_ops_charter_20250817-s01,POV 'nan' is not Clara or Avery,steam_ops_charter_20250817
Low,POVUnknown,steam_ops_dashboard_20250817-s01,POV 'nan' is not Clara or Avery,steam_ops_dashboard_20250817
Low,POVUnknown,ch1-s01,POV 'nan' is not Clara or Avery,ch1
Low,POVUnknown,ch2-s01,POV 'nan' is not Clara or Avery,ch2
Low,POVUnknown,ch2_avery_infiltration-s01,POV 'nan' is not Clara or Avery,ch2_avery_infiltration
Low,POVUnknown,ch2_clara_kadath-s01,POV 'nan' is not Clara or Avery,ch2_clara_kadath
Low,POVUnknown,ch3_avery_suspended_daycare_spectral-s01,POV 'nan' is not Clara or Avery,ch3_avery_suspended_daycare_spectral
Low,POVUnknown,ch3_clara_reddy_kadath_scavengers-s01,POV 'nan' is not Clara or Avery,ch3_clara_reddy_kadath_scavengers
Low,POVUnknown,ch4_convergence_rework-s01,POV 'nan' is not Clara or Avery,ch4_convergence_rework
Low,POVUnknown,ch4_kadath_city_rework-s01,POV 'nan' is not Clara or Avery,ch4_kadath_city_rework
Low,POVUnknown,ch5_dlamp_betsy_rework-s01,POV 'nan' is not Clara or Avery,ch5_dlamp_betsy_rework
Low,POVUnknown,ch5_dlamp_ironhighway_underground-s01,POV 'nan' is not Clara or Avery,ch5_dlamp_ironhighway_underground
Low,POVUnknown,ch5_rework_nyfo_warrant_betsy-s01,POV 'nan' is not Clara or Avery,ch5_rework_nyfo_warrant_betsy
Low,POVUnknown,ch6_raid_summary_index-s01,POV 'nan' is not Clara or Avery,ch6_raid_summary_index
Low,POVUnknown,ch6_srs_apocalypse_narrative-s01,POV 'nan' is not Clara or Avery,ch6_srs_apocalypse_narrative
Low,POVUnknown,ch7-placeholder-s01,POV 'nan' is not Clara or Avery,ch7-placeholder
Low,POVUnknown,codeowners_snippet_ch5-ch6-s01,POV 'nan' is not Clara or Avery,codeowners_snippet_ch5-ch6
Low,POVUnknown,epilogue-s01,POV 'nan' is not Clara or Avery,epilogue
Low,POVUnknown,manifest_addendum_ch1-s01,POV 'nan' is not Clara or Avery,manifest_addendum_ch1
Low,POVUnknown,manifest_addendum_ch1_layouts_ui-s01,POV 'nan' is not Clara or Avery,manifest_addendum_ch1_layouts_ui
Low,POVUnknown,manifest_addendum_sec-03_ch1-s01,POV 'nan' is not Clara or Avery,manifest_addendum_sec-03_ch1
Low,POVUnknown,manifest_addendum_sec-03_prologues-s01,POV 'nan' is not Clara or Avery,manifest_addendum_sec-03_prologues
Low,POVUnknown,pr_attachments_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_attachments_ch5-ch6
Low,POVUnknown,pr_ch5-ch6_root_merge-s01,POV 'nan' is not Clara or Avery,pr_ch5-ch6_root_merge
Low,POVUnknown,pr_ch7_pack-s01,POV 'nan' is not Clara or Avery,pr_ch7_pack
Low,POVUnknown,pr_change_impact_map_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_change_impact_map_ch5-ch6
Low,POVUnknown,pr_checklist_box_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_checklist_box_ch5-ch6
Low,POVUnknown,pr_cover_note_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_cover_note_ch5-ch6
Low,POVUnknown,pr_crosslinks_assertion_list-s01,POV 'nan' is not Clara or Avery,pr_crosslinks_assertion_list
Low,POVUnknown,pr_diff_review_guide_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_diff_review_guide_ch5-ch6
Low,POVUnknown,pr_final_copy_blocks_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_final_copy_blocks_ch5-ch6
Low,POVUnknown,pr_followup_issue_bundle_template-s01,POV 'nan' is not Clara or Avery,pr_followup_issue_bundle_template
Low,POVUnknown,pr_github_labels_and_milestones-s01,POV 'nan' is not Clara or Avery,pr_github_labels_and_milestones
Low,POVUnknown,pr_onepager_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_onepager_ch5-ch6
Low,POVUnknown,pr_open_runbook_desktop_and_cli-s01,POV 'nan' is not Clara or Avery,pr_open_runbook_desktop_and_cli
Low,POVUnknown,pr_release_notes_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_release_notes_ch5-ch6
Low,POVUnknown,pr_reviewer_comment_templates-s01,POV 'nan' is not Clara or Avery,pr_reviewer_comment_templates
Low,POVUnknown,pr_reviewer_package_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_reviewer_package_ch5-ch6
Low,POVUnknown,pr_squash_merge_plan_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_squash_merge_plan_ch5-ch6
Low,POVUnknown,pr_status_board_ch7-s01,POV 'nan' is not Clara or Avery,pr_status_board_ch7
Low,POVUnknown,pr_template_github_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_template_github_ch5-ch6
Low,POVUnknown,pr_term_glossary_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_term_glossary_ch5-ch6
Low,POVUnknown,root_apply_instructions_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_apply_instructions_ch5-ch6
Low,POVUnknown,root_changelog_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_changelog_ch5-ch6
Low,POVUnknown,root_crosslink_map_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_crosslink_map_ch5-ch6
Low,POVUnknown,root_dependency_graph_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_dependency_graph_ch5-ch6
Low,POVUnknown,root_diff_checklist_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_diff_checklist_ch5-ch6
Low,POVUnknown,root_edge_case_decisions_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_edge_case_decisions_ch5-ch6
Low,POVUnknown,root_endtoend_test_script_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_endtoend_test_script_ch5-ch6
Low,POVUnknown,root_epilogue_seeds_ch7-s01,POV 'nan' is not Clara or Avery,root_epilogue_seeds_ch7
Low,POVUnknown,root_faq_ch5-ch6_merge-s01,POV 'nan' is not Clara or Avery,root_faq_ch5-ch6_merge
Low,POVUnknown,root_github_desktop_guide_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_github_desktop_guide_ch5-ch6
Low,POVUnknown,root_internal_playtest_notes_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_internal_playtest_notes_ch5-ch6
Low,POVUnknown,root_known_good_lines_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_known_good_lines_ch5-ch6
Low,POVUnknown,root_link_verification_checklist-s01,POV 'nan' is not Clara or Avery,root_link_verification_checklist
Low,POVUnknown,root_merge_commit_messages-s01,POV 'nan' is not Clara or Avery,root_merge_commit_messages
Low,POVUnknown,root_merge_conflict_resolution_guide-s01,POV 'nan' is not Clara or Avery,root_merge_conflict_resolution_guide
Low,POVUnknown,root_merge_done_checklist-s01,POV 'nan' is not Clara or Avery,root_merge_done_checklist
Low,POVUnknown,root_merge_index_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_merge_index_ch5-ch6
Low,POVUnknown,root_merge_risk_register-s01,POV 'nan' is not Clara or Avery,root_merge_risk_register
Low,POVUnknown,root_merge_smoke_checks-s01,POV 'nan' is not Clara or Avery,root_merge_smoke_checks
Low,POVUnknown,root_migration_log_stub-s01,POV 'nan' is not Clara or Avery,root_migration_log_stub
Low,POVUnknown,root_narrative_delta_summary_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_narrative_delta_summary_ch5-ch6
Low,POVUnknown,root_narrative_tone_style_guide_1994-s01,POV 'nan' is not Clara or Avery,root_narrative_tone_style_guide_1994
Low,POVUnknown,root_pastepoint_cues_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_pastepoint_cues_ch5-ch6
Low,POVUnknown,root_paste_verification_strings-s01,POV 'nan' is not Clara or Avery,root_paste_verification_strings
Low,POVUnknown,root_postmerge_tasks-s01,POV 'nan' is not Clara or Avery,root_postmerge_tasks
Low,POVUnknown,root_practical_paste_steps-s01,POV 'nan' is not Clara or Avery,root_practical_paste_steps
Low,POVUnknown,root_prompts_conflict_map-s01,POV 'nan' is not Clara or Avery,root_prompts_conflict_map
Low,POVUnknown,root_prompts_validation_report_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_prompts_validation_report_ch5-ch6
Low,POVUnknown,root_pr_template_ch5-ch6_merge-s01,POV 'nan' is not Clara or Avery,root_pr_template_ch5-ch6_merge
Low,POVUnknown,root_readme_badge_block-s01,POV 'nan' is not Clara or Avery,root_readme_badge_block
Low,POVUnknown,root_readme_toc_ch5-ch6_insert-s01,POV 'nan' is not Clara or Avery,root_readme_toc_ch5-ch6_insert
Low,POVUnknown,root_readme_toc_ch7_insert-s01,POV 'nan' is not Clara or Avery,root_readme_toc_ch7_insert
Low,POVUnknown,root_readthrough_script_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_readthrough_script_ch5-ch6
Low,POVUnknown,root_redlines_before_after_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_redlines_before_after_ch5-ch6
Low,POVUnknown,root_rollback_plan_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_rollback_plan_ch5-ch6
Low,POVUnknown,root_rollout_plan_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_rollout_plan_ch5-ch6
Low,POVUnknown,root_sample_pr_body_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_sample_pr_body_ch5-ch6
Low,POVUnknown,root_scoring_tables_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_scoring_tables_ch5-ch6
Low,POVUnknown,root_scripting_pseudocode_ch6_endings-s01,POV 'nan' is not Clara or Avery,root_scripting_pseudocode_ch6_endings
Low,POVUnknown,root_sec-03_ch5-ch6_anchors-s01,POV 'nan' is not Clara or Avery,root_sec-03_ch5-ch6_anchors
Low,POVUnknown,root_sec-03_ch5_narrative_paste-s01,POV 'nan' is not Clara or Avery,root_sec-03_ch5_narrative_paste
Low,POVUnknown,root_sec-03_ch6_narrative_paste-s01,POV 'nan' is not Clara or Avery,root_sec-03_ch6_narrative_paste
Low,POVUnknown,root_sec-03_ch7_narrative_paste-s01,POV 'nan' is not Clara or Avery,root_sec-03_ch7_narrative_paste
Low,POVUnknown,root_sec-03_narrative_ch5-ch6_merge-s01,POV 'nan' is not Clara or Avery,root_sec-03_narrative_ch5-ch6_merge
Low,POVUnknown,root_sec-05_anchors-s01,POV 'nan' is not Clara or Avery,root_sec-05_anchors
Low,POVUnknown,root_sec-05_insert_points-s01,POV 'nan' is not Clara or Avery,root_sec-05_insert_points
Low,POVUnknown,root_sec-05_systems_merge_additions_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_sec-05_systems_merge_additions_ch5-ch6
Low,POVUnknown,root_sec-06-07_world_ui_ch5-ch6_merge-s01,POV 'nan' is not Clara or Avery,root_sec-06-07_world_ui_ch5-ch6_merge
Low,POVUnknown,root_sec-06-07_world_ui_ch7_merge-s01,POV 'nan' is not Clara or Avery,root_sec-06-07_world_ui_ch7_merge
Low,POVUnknown,root_sec-06_anchors-s01,POV 'nan' is not Clara or Avery,root_sec-06_anchors
Low,POVUnknown,root_sec-07_anchors-s01,POV 'nan' is not Clara or Avery,root_sec-07_anchors
Low,POVUnknown,root_sec-07_ui_prompts_ch7_extensions-s01,POV 'nan' is not Clara or Avery,root_sec-07_ui_prompts_ch7_extensions
Low,POVUnknown,root_sec-07_ui_prompts_master-s01,POV 'nan' is not Clara or Avery,root_sec-07_ui_prompts_master
Low,POVUnknown,root_sed_snippets_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_sed_snippets_ch5-ch6
Low,POVUnknown,root_systems_snippet_replacements-s01,POV 'nan' is not Clara or Avery,root_systems_snippet_replacements
Low,POVUnknown,root_timeline_continuity_ch4-ch6-s01,POV 'nan' is not Clara or Avery,root_timeline_continuity_ch4-ch6
Low,POVUnknown,root_toc_inserts_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_toc_inserts_ch5-ch6
Low,POVUnknown,root_ui_copy_snippets_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_ui_copy_snippets_ch5-ch6
Low,POVUnknown,root_ui_wireflows_text_ch6-s01,POV 'nan' is not Clara or Avery,root_ui_wireflows_text_ch6
Low,POVUnknown,root_validation_grep_patterns-s01,POV 'nan' is not Clara or Avery,root_validation_grep_patterns
Low,POVUnknown,root_windows_ps_findreplace_snippets_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_windows_ps_findreplace_snippets_ch5-ch6
Low,POVUnknown,sec-01-ch5-6_integration_plan-s01,POV 'nan' is not Clara or Avery,sec-01-ch5-6_integration_plan
Low,POVUnknown,sec-02-ch5-6_master_flags_matrix-s01,POV 'nan' is not Clara or Avery,sec-02-ch5-6_master_flags_matrix
Low,POVUnknown,sec-03-ch2_avery_section-s01,POV 'nan' is not Clara or Avery,sec-03-ch2_avery_section
Low,POVUnknown,sec-03-ch2_clara_kadath_section-s01,POV 'nan' is not Clara or Avery,sec-03-ch2_clara_kadath_section
Low,POVUnknown,sec-03-ch3_narrative_sections-s01,POV 'nan' is not Clara or Avery,sec-03-ch3_narrative_sections
Low,POVUnknown,sec-03-ch4_narrative-s01,POV 'nan' is not Clara or Avery,sec-03-ch4_narrative
Low,POVUnknown,sec-03-ch5-6_narrative_deepdlamp_insert-s01,POV 'nan' is not Clara or Avery,sec-03-ch5-6_narrative_deepdlamp_insert
Low,POVUnknown,sec-03-ch5_dlamp_betsy_narrative-s01,POV 'nan' is not Clara or Avery,sec-03-ch5_dlamp_betsy_narrative
